8376,8820,0.61,7500,0.01,0.1
8248,8897,0.55,7500,0.01,0.2
8584,9115,0.57,7500,0.01,0.3
9262,9593,0.62,7500,0.01,0.4
9608,10122,0.64,7500,0.01,0.5
10912,10599,0.71,7500,0.01,0.6
11697,11122,0.75,7500,0.01,0.7
13170,11565,0.79,7500,0.01,0.8
14973,12132,0.84,7500,0.01,0.9
15199,12909,0.88,7500,0.01,1.0
15726,13830,0.94,7500,0.01,1.1
17865,14492,1.01,7500,0.01,1.2
20479,15093,1.08,7500,0.01,1.3
22365,15902,1.15,7500,0.01,1.4
23569,16857,1.33,7500,0.01,1.5
27435,17672,1.46,7500,0.01,1.6
28674,18604,1.43,7500,0.01,1.7
31631,19571,1.53,7500,0.01,1.8
32865,20670,1.64,7500,0.01,1.9
9311,10532,0.66,7500,0.06,0.1
12403,13330,0.83,7500,0.06,0.2
10164,9350,0.64,7500,0.06,0.3
9255,9005,0.58,7500,0.06,0.4
9380,8915,0.59,7500,0.06,0.5
9217,8827,0.67,7500,0.06,0.6
9262,8902,0.59,7500,0.06,0.7
9790,9043,0.61,7500,0.06,0.8
9964,9236,0.62,7500,0.06,0.9
10482,9471,0.62,7500,0.06,1.0
11016,9667,0.67,7500,0.06,1.1
12020,9960,0.70,7500,0.06,1.2
12692,10209,0.75,7500,0.06,1.3
13415,10557,0.78,7500,0.06,1.4
14025,10820,0.79,7500,0.06,1.5
14946,11174,0.81,7500,0.06,1.6
16598,11462,0.94,7500,0.06,1.7
16658,11813,0.88,7500,0.06,1.8
18992,12158,0.97,7500,0.06,1.9
8468,8617,0.57,7500,0.11,0.1
8679,8707,0.55,7500,0.11,0.2
9786,9291,0.64,7500,0.11,0.3
11180,10115,0.67,7500,0.11,0.4
12904,10993,0.75,7500,0.11,0.5
15533,12167,0.87,7500,0.11,0.6
14126,10997,0.77,7500,0.11,0.7
12750,10553,0.70,7500,0.11,0.8
11760,10132,0.67,7500,0.11,0.9
11544,10011,0.66,7500,0.11,1.0
10922,9667,0.63,7500,0.11,1.1
10728,9452,0.63,7500,0.11,1.2
10874,9316,0.62,7500,0.11,1.3
10831,9277,0.63,7500,0.11,1.4
10858,9263,0.63,7500,0.11,1.5
11418,9204,0.63,7500,0.11,1.6
11742,9255,0.65,7500,0.11,1.7
11685,9355,0.74,7500,0.11,1.8
12230,9466,0.67,7500,0.11,1.9
9572,9896,0.63,7500,0.16,0.1
9116,8930,0.56,7500,0.16,0.2
9126,8771,0.56,7500,0.16,0.3
10053,9182,0.60,7500,0.16,0.4
11181,9712,0.65,7500,0.16,0.5
12541,10342,0.71,7500,0.16,0.6
14469,11195,0.78,7500,0.16,0.7
16312,11915,0.86,7500,0.16,0.8
15552,11576,0.79,7500,0.16,0.9
14605,11316,0.76,7500,0.16,1.0
13682,10968,0.75,7500,0.16,1.1
13121,10615,0.72,7500,0.16,1.2
12677,10447,0.70,7500,0.16,1.3
12302,10180,0.69,7500,0.16,1.4
12101,10067,0.69,7500,0.16,1.5
11849,9752,0.66,7500,0.16,1.6
11823,9724,0.67,7500,0.16,1.7
11886,9567,0.75,7500,0.16,1.8
11840,9511,0.66,7500,0.16,1.9
8363,8493,0.55,7500,0.21,0.1
9837,9392,0.65,7500,0.21,0.2
12152,10502,0.69,7500,0.21,0.3
10695,9765,0.63,7500,0.21,0.4
10241,9277,0.61,7500,0.21,0.5
10262,9165,0.62,7500,0.21,0.6
11324,9475,0.65,7500,0.21,0.7
12117,9815,0.68,7500,0.21,0.8
13706,10280,0.73,7500,0.21,0.9
14514,10653,0.75,7500,0.21,1.0
17135,11578,0.85,7500,0.21,1.1
19132,12384,0.95,7500,0.21,1.2
20998,12977,0.99,7500,0.21,1.3
18482,12396,0.89,7500,0.21,1.4
17257,12144,0.86,7500,0.21,1.5
16474,11962,1.02,7500,0.21,1.6
16107,11751,0.81,7500,0.21,1.7
15988,11643,0.99,7500,0.21,1.8
14633,11228,0.77,7500,0.21,1.9
9797,9650,0.61,7500,0.26,0.1
9174,8837,0.56,7500,0.26,0.2
10564,9468,0.63,7500,0.26,0.3
12659,10509,0.73,7500,0.26,0.4
12270,10585,0.69,7500,0.26,0.5
11571,10090,0.69,7500,0.26,0.6
10978,9537,0.63,7500,0.26,0.7
11375,9503,0.66,7500,0.26,0.8
11897,9650,0.67,7500,0.26,0.9
13380,10150,0.74,7500,0.26,1.0
14572,10505,0.76,7500,0.26,1.1
16635,11331,0.83,7500,0.26,1.2
