4999,5000,0.26,7500,0.01,0.1
6141,5000,0.30,7500,0.01,0.2
5867,5000,0.30,7500,0.01,0.3
5282,5000,0.27,7500,0.01,0.4
5114,5000,0.27,7500,0.01,0.5
5042,5000,0.27,7500,0.01,0.6
5022,5000,0.27,7500,0.01,0.7
4992,5000,0.27,7500,0.01,0.8
4997,5000,0.28,7500,0.01,0.9
4998,5000,0.28,7500,0.01,1.0
4998,5000,0.26,7500,0.01,1.1
4998,5000,0.26,7500,0.01,1.2
4997,5000,0.26,7500,0.01,1.3
4998,5000,0.26,7500,0.01,1.4
4997,5000,0.26,7500,0.01,1.5
4995,5000,0.27,7500,0.01,1.6
4999,5000,0.26,7500,0.01,1.7
4998,5000,0.27,7500,0.01,1.8
4999,5000,0.26,7500,0.01,1.9
4993,5000,0.26,7500,0.06,0.1
4995,5000,0.26,7500,0.06,0.2
4995,5000,0.26,7500,0.06,0.3
10127,5000,0.42,7500,0.06,0.4
7486,5000,0.35,7500,0.06,0.5
7291,5000,0.34,7500,0.06,0.6
6412,5000,0.31,7500,0.06,0.7
6063,5000,0.30,7500,0.06,0.8
5614,5000,0.33,7500,0.06,0.9
5435,5000,0.28,7500,0.06,1.0
5293,5000,0.27,7500,0.06,1.1
5042,5000,0.27,7500,0.06,1.2
5077,5000,0.27,7500,0.06,1.3
5058,5000,0.27,7500,0.06,1.4
4997,5000,0.26,7500,0.06,1.5
4994,5000,0.27,7500,0.06,1.6
4994,5000,0.27,7500,0.06,1.7
4992,5000,0.27,7500,0.06,1.8
4994,5000,0.27,7500,0.06,1.9
4999,5000,0.26,7500,0.11,0.1
6240,5000,0.32,7500,0.11,0.2
5091,5000,0.28,7500,0.11,0.3
4993,5000,0.27,7500,0.11,0.4
4994,5000,0.26,7500,0.11,0.5
4995,5000,0.26,7500,0.11,0.6
4997,5000,0.25,7500,0.11,0.7
4999,5000,0.26,7500,0.11,0.8
4999,5000,0.26,7500,0.11,0.9
13694,5000,0.52,7500,0.11,1.0
11972,5000,0.48,7500,0.11,1.1
10882,5000,0.45,7500,0.11,1.2
9940,5000,0.43,7500,0.11,1.3
8390,5000,0.37,7500,0.11,1.4
8399,5000,0.37,7500,0.11,1.5
7747,5000,0.36,7500,0.11,1.6
7021,5000,0.35,7500,0.11,1.7
6422,5000,0.32,7500,0.11,1.8
6151,5000,0.31,7500,0.11,1.9
4994,5000,0.27,7500,0.16,0.1
5000,5000,0.27,7500,0.16,0.2
6383,5000,0.31,7500,0.16,0.3
5440,5000,0.29,7500,0.16,0.4
5119,5000,0.27,7500,0.16,0.5
4989,5000,0.27,7500,0.16,0.6
4995,5000,0.26,7500,0.16,0.7
4998,5000,0.26,7500,0.16,0.8
4997,5000,0.27,7500,0.16,0.9
4993,5000,0.27,7500,0.16,1.0
4999,5000,0.26,7500,0.16,1.1
4996,5000,0.26,7500,0.16,1.2
15169,5000,0.56,7500,0.16,1.3
13340,5000,0.52,7500,0.16,1.4
13214,5000,0.50,7500,0.16,1.5
11368,5000,0.46,7500,0.16,1.6
10403,5000,0.43,7500,0.16,1.7
9962,5000,0.42,7500,0.16,1.8
9014,5000,0.39,7500,0.16,1.9
4994,5000,0.26,7500,0.21,0.1
5050,5000,0.27,7500,0.21,0.2
4987,5000,0.26,7500,0.21,0.3
4997,5000,0.26,7500,0.21,0.4
4996,5000,0.27,7500,0.21,0.5
7924,5000,0.36,7500,0.21,0.6
6127,5000,0.31,7500,0.21,0.7
5488,5000,0.30,7500,0.21,0.8
5216,5000,0.28,7500,0.21,0.9
5030,5000,0.27,7500,0.21,1.0
4990,5000,0.26,7500,0.21,1.1
4993,5000,0.27,7500,0.21,1.2
4997,5000,0.26,7500,0.21,1.3
4994,5000,0.26,7500,0.21,1.4
4996,5000,0.26,7500,0.21,1.5
4996,5000,0.26,7500,0.21,1.6
4996,5000,0.26,7500,0.21,1.7
4998,5000,0.27,7500,0.21,1.8
16813,5000,0.59,7500,0.21,1.9
4990,5000,0.27,7500,0.26,0.1
4996,5000,0.27,7500,0.26,0.2
5187,5000,0.28,7500,0.26,0.3
4995,5000,0.26,7500,0.26,0.4
4994,5000,0.26,7500,0.26,0.5
4999,5000,0.27,7500,0.26,0.6
10297,5000,0.42,7500,0.26,0.7
8413,5000,0.37,7500,0.26,0.8
6808,5000,0.33,7500,0.26,0.9
5575,5000,0.29,7500,0.26,1.0
5210,5000,0.28,7500,0.26,1.1
5056,5000,0.27,7500,0.26,1.2
4992,5000,0.27,7500,0.26,1.3
4997,5000,0.27,7500,0.26,1.4
4994,5000,0.27,7500,0.26,1.5
4993,5000,0.27,7500,0.26,1.6
4992,5000,0.27,7500,0.26,1.7
4998,5000,0.27,7500,0.26,1.8
4996,5000,0.26,7500,0.26,1.9
4995,5000,0.27,7500,0.31,0.1
5125,5000,0.27,7500,0.31,0.2
4992,5000,0.26,7500,0.31,0.3
8144,5000,0.37,7500,0.31,0.4
5662,5000,0.29,7500,0.31,0.5
5054,5000,0.27,7500,0.31,0.6
4996,5000,0.27,7500,0.31,0.7
4997,5000,0.27,7500,0.31,0.8
4998,5000,0.26,7500,0.31,0.9
12710,5000,0.49,7500,0.31,1.0
9795,5000,0.42,7500,0.31,1.1
8111,5000,0.36,7500,0.31,1.2
7271,5000,0.34,7500,0.31,1.3
5731,5000,0.30,7500,0.31,1.4
5404,5000,0.28,7500,0.31,1.5
5173,5000,0.28,7500,0.31,1.6
5058,5000,0.27,7500,0.31,1.7
4988,5000,0.27,7500,0.31,1.8
4997,5000,0.27,7500,0.31,1.9
4994,5000,0.27,7500,0.36,0.1
4995,5000,0.27,7500,0.36,0.2
4999,5000,0.26,7500,0.36,0.3
